longitude,latitude
-112.031667,41.171944
-80.699265,40.12043
-90.430833,41.6475
-83.461541,43.168336
-120.188889,34.475278
-86.136587,32.498567
-105.07892,40.57747
-89.604839,39.844122
-118.06056,34.01407
-116.958333,33.741667
-123.0353,43.8345
-88.386111,44.314444
-80.919532,35.113164
-118.956667,36.736667
-96.756944,32.616389
-80.965038,33.007866
-71.405278,41.825556
-118.131944,34.69
-111.996111,33.455277
-86.186314,39.749019
-80.038611,42.14175
-73.76366,41.05192
-120.036667,36.954444
-118.533611,34.3875
-86.000503,40.05609
-86.816667,33.386389
-78.43471,38.5231
-121.492981,38.558228
-119.874444,36.841389
-88.394024,37.155392
-87.086944,41.631389
-75.529444,39.154722
-121.368014,38.613779
-80.5125,37.819444
-72.388056,41.976389
-97.337222,37.781389
-119.021667,35.375
-122.92229,39.0327
-105.517222,37.708333
-82.66641,38.52079
-77.59355,37.35748
-85.840471,39.935041
-106.298056,35.804167
-73.9375,40.5925
-122.253333,40.169444
-86.653137,36.29756
-111.855622,33.706328
-121.788333,38.672778
-81.587339,30.477725
-87.826111,42.559167
-73.816944,40.735833
-106.548333,35.299444
-73.24984,42.88759
-91.181996,30.419763
-82.613056,38.443889
-97.555395,27.832408
-121.926111,37.323056
-117.373889,35.76
-107.62863,37.13678
-96.024722,41.360278
-82.596667,27.4425
-91.251943,30.593978
-120.66804,35.49158
-81.184167,35.903611
-82.237778,34.901111
-86.073611,37.217778
-84.525,39.0725
-83.183199,42.463063
-105.54564,40.27813
-84.176111,39.075833
-73.92009,40.83606
-84.468333,38.125833
-79.902222,40.146667
-72.523109,42.400579
-80.161806,25.733378
-74.441944,40.600833
-84.632778,33.743889
-93.263353,37.12263
-104.957193,39.567887
-73.935556,41.703611
-76.474444,39.310833
-85.4125,43.042222
-75.78444,42.73046
-81.203724,34.79297
-82.731163,38.548136
-73.90312,44.36608
-117.690278,33.627222
-93.143889,30.491944
-106.5852,35.1343
-85.151667,35.076389
-122.516667,45.616667
-83.47515,41.719483
-115.56306,32.79222
-109.5975,38.778333
-121.974167,47.3575
-81.560354,34.539378
-74.143741,40.726668
-85.671339,42.984173
-121.271944,37.538333
-121.843286,39.757371
-87.569458,38.021727
-69.789167,44.226667
-75.216667,40.676667
-119.4575,34.402778
-80.083333,36.216389
-70.207324,43.561043
-95.999247,36.357438
-77.17136,43.23086
-90.285934,38.766158
-119.272606,35.503587
-115.056305,36.142957
-119.775354,39.469219
-114.988889,36.028889
-90.608333,30.058333
-90.160477,38.612034
-121.005278,39.2675
-118.18921,33.82376
-71.146389,42.709444
-95.473611,29.623611
-94.315556,30.381389
-82.528611,27.932222
-79.82,40.472222
-70.768333,42.1975
-117.285597,34.418073
-80.316442,40.747796
-121.115556,36.2275
-106.50126,31.768291
-122.026154,37.936013
-79.703889,36.113333
-95.361389,29.751111
-70.745833,43.002222
-93.9911,29.8975
-72.272389,42.930472
-87.568574,41.70757
-120.400833,34.924444
-83.000138,42.43084
-86.134722,31.971667
-95.798889,29.565
-84.69086,39.21494
-96.808056,32.919722
-119.291228,36.332179
-92.662696,45.124437
-86.744722,36.205
-121.8425,37.391667
-89.585869,40.745504
-82.59986,35.500102
-123.425556,48.0975
-97.434247,27.765335
-121.250278,38.667222
-72.334079,42.298493
-75.3725,39.835556
-112.06626,33.56033
-80.615556,28.310556
-78.77153,42.99328
-80.143889,36.050833
-87.270967,30.36805
-117.059075,32.631231
-120.4575,34.63782
-86.244444,42.484444
-92.4603,31.5023
-83.609722,35.696667
-86.987773,41.135854
-82.838659,34.653606
-88.925594,39.866834
-117.91427,33.821353
-86.286261,36.060833
-97.475083,35.614131
-95.130833,29.679167
-71.256667,42.476944
-119.746761,39.540917
-78.915,40.309722
-87.732457,41.670992
-89.563333,30.231389
-84.059766,34.376317
-104.94984,39.838119
-117.41601,33.99958
-83.005971,42.51334
-81.330486,41.182466
-106.56359,35.10728
-85.288889,40.980556
-98.538889,29.504722
-73.992778,40.808333
-78.762778,39.649722
-78.185558,35.569815
-87.938056,37.898889
-118.31712,34.17605
-91.404237,39.93301
-119.360833,34.015278
-82.731944,27.946389
-77.19822,38.9326
-82.456229,42.953336
-117.27235,34.2431
-86.021317,39.858922
-116.058333,34.141944
-122.638133,45.442029
-122.520004,37.97231
-84.052997,40.772926
-90.343714,38.521718
-71.388889,42.385
-79.090556,37.5475
-120.866667,37.522778
-120.533611,35.020833
-83.2377,34.805261
-90.178611,32.564833
-93.74891,32.53626
-97.706944,30.42
-80.282778,26.281111
-86.564149,36.453975
-122.399044,37.765946
-85.562222,40.705
-90.263711,38.542551
-74.742644,40.283092
-84.880303,32.508712
-73.986111,40.739444
-79.9367,32.987252
-95.2675,29.625833
-84.476111,39.108611
-74.013056,40.711389
-92.281296,34.756189
-157.871171,21.303382
-117.153975,32.709172
-86.89719,37.93829
-104.692222,40.416389
-110.737116,32.174538
-90.275091,30.043573
-75.212119,39.800339
-70.471034,43.343167
-77.07743,38.74232
-87.878056,42.896389
-88.711389,34.194167
-117.33098,33.67649
-82.538611,27.892222
-88.242207,42.221442
-74.586944,40.050278
-92.901389,45.128333
-76.536667,39.265
-87.54535,41.755832
-79.965501,32.911719
-122.0539,38.2455
-120.075069,34.605819
-121.15688,36.48324
-83.941606,35.63348
-88.621111,43.466111
-78.830556,38.105833
-74.676301,40.787628
-118.53276,34.19925
-110.39,44.391944
-121.38109,38.71209
-105.267212,40.012969
-95.257593,29.733726
-120.04692,34.48974
-82.691724,40.310025
-88.087526,30.769941
-82.739875,27.785866
-95.489167,29.834722
-84.29048,33.68797
-121.94986,38.3514
-75.149444,39.907778
-120.434444,34.948056
-101.783035,47.258853
-83.685833,43.025
-119.840025,39.645264
-75.71978,43.30268
-71.090556,42.0675
-109.38906,32.00941
-82.424824,36.541439
-78.490566,35.970919
-81.575256,41.55523
-90.039762,38.793341
-82.560968,36.513971
-70.762778,43.078056
-82.822778,41.283889
-84.534633,42.738618
-91.391111,31.56
-86.567222,39.396389
-98.620166,29.51509
-117.024484,34.895007
-87.864722,42.177222
-116.819444,47.773333
-91.377778,45.068056
-74.126081,40.67025
-87.792002,41.984332
-76.398633,37.000983
-80.261389,40.170556
-112.14257,33.48385
-78.791412,35.090382
-76.827778,39.02
-122.382011,40.549985
-96.065833,30.094444
-88.819167,41.060278
-93.761341,30.085263
-117.95264,33.92513
-87.964722,42.981944
-86.8375,40.401944
-85.101816,41.094965
-105.030681,39.751761
-89.83447,35.378153
-112.073333,33.405278
-90.361492,38.43783
-71.459444,42.992778
-77.311944,38.844722
-96.004975,35.953708
-124.082778,41.561111
-90.803889,29.791944
-77.143056,38.868056
-88.880833,40.764722
-86.58637,34.68767
-84.544413,39.383382
-76.613333,39.314167
-117.62914,34.10374
-84.852637,38.91833
-94.624444,39.113056
-85.852734,42.894451
-83.711111,42.293889
-86.669167,33.704722
-106.767222,32.281389
-122.3175,46.843056
-80.216389,26.707222
-86.17,42.464167
-87.075307,37.780776
-113.99681,48.5103
-85.44428,38.4002
-76.811864,38.508547
-97.314847,37.702066
-89.077005,42.28719
-83.80456,40.00103
-120.994622,37.641583
-77.165556,40.456944
-116.189444,34.018056
